,Depth
312,0.5188780267212714
313,0.5130894223951116
314,0.5130894223951116
315,0.5101378647521599
316,0.5071464677513386
317,0.5010387431065368
318,0.497919522337491
319,0.49475466439101556
320,0.49154250881543127
321,0.4882812970396424
322,0.4849691642468723
323,0.4816041303736978
324,0.4781840901175032
325,0.47470680181667047
326,0.4711698750454594
327,0.4675707567388233
328,0.4675707567388233
329,0.4601748247481703
330,0.4601748247481703
331,0.4563719416661637
332,0.4524946861526706
333,0.4524946861526706
334,0.4485394147874567
335,0.44450219203404984
336,0.44450219203404984
337,0.44037875714834585
338,0.436164486173561
339,0.4318543481075905
340,0.4251972438644592
341,0.42292399845155226
342,0.4182911892315297
343,0.4182911892315297
344,0.4086539091306701
345,0.4086539091306701
346,0.40363251379426784
347,0.40363251379426784
348,0.40363251379426784
349,0.40363251379426784
350,0.3984630639475828
351,0.3984630639475828
352,0.3984630639475828
353,0.3984630639475828
354,0.3931344606829673
355,0.3931344606829673
356,0.38763422137870995
357,0.38194823170605813
358,0.38194823170605813
359,0.3760604382750344
360,0.3760604382750344
361,0.3699524637538292
362,0.3699524637538292
363,0.3699524637538292
364,0.36360311938875567
