agency_cd,site_no,datetime,discharge_cfts,error_flag
USGS,15955000,12/24/2011,130,A:e
USGS,15955000,12/25/2011,130,A:e
USGS,15955000,12/26/2011,120,A:e
USGS,15955000,12/27/2011,120,A:e
USGS,15955000,12/28/2011,110,A:e
USGS,15955000,12/29/2011,110,A:e
USGS,15955000,12/30/2011,110,A:e
USGS,15955000,12/31/2011,100,A:e
USGS,15955000,1/1/2012,100,A:e
USGS,15955000,1/2/2012,100,A:e
USGS,15955000,1/3/2012,100,A:e
USGS,15955000,1/4/2012,90,A:e
USGS,15955000,1/5/2012,90,A:e
USGS,15955000,1/6/2012,90,A:e
USGS,15955000,1/7/2012,80,A:e
USGS,15955000,1/8/2012,80,A:e
USGS,15955000,1/9/2012,80,A:e
USGS,15955000,1/10/2012,70,A:e
USGS,15955000,1/11/2012,70,A:e
USGS,15955000,1/12/2012,70,A:e
USGS,15955000,1/13/2012,65,A:e
USGS,15955000,1/14/2012,65,A:e
USGS,15955000,1/15/2012,65,A:e
USGS,15955000,1/16/2012,60,A:e
USGS,15955000,1/17/2012,60,A:e
USGS,15955000,1/18/2012,60,A:e
USGS,15955000,1/19/2012,55,A:e
USGS,15955000,1/20/2012,55,A:e
USGS,15955000,1/21/2012,50,A:e
USGS,15955000,1/22/2012,50,A:e
USGS,15955000,1/23/2012,50,A:e
USGS,15955000,1/24/2012,45,A:e
USGS,15955000,1/25/2012,45,A:e
USGS,15955000,1/26/2012,40,A:e
USGS,15955000,1/27/2012,40,A:e
USGS,15955000,1/28/2012,35,A:e
USGS,15955000,1/29/2012,35,A:e
USGS,15955000,1/30/2012,30,A:e
USGS,15955000,1/31/2012,30,A:e
USGS,15955000,2/1/2012,25,A:e
USGS,15955000,2/2/2012,25,A:e
USGS,15955000,2/3/2012,20,A:e
USGS,15955000,2/4/2012,20,A:e
USGS,15955000,2/5/2012,20,A:e
USGS,15955000,2/6/2012,20,A:e
USGS,15955000,2/7/2012,20,A:e
USGS,15955000,2/8/2012,20,A:e
USGS,15955000,2/9/2012,20,A:e
USGS,15955000,2/10/2012,18,A:e
USGS,15955000,2/11/2012,18,A:e
USGS,15955000,2/12/2012,18,A:e
USGS,15955000,2/13/2012,18,A:e
USGS,15955000,2/14/2012,18,A:e
USGS,15955000,2/15/2012,16,A:e
USGS,15955000,2/16/2012,16,A:e
USGS,15955000,2/17/2012,16,A:e
USGS,15955000,2/18/2012,16,A:e
USGS,15955000,2/19/2012,16,A:e
USGS,15955000,2/20/2012,14,A:e
USGS,15955000,2/21/2012,14,A:e
USGS,15955000,2/22/2012,14,A:e
USGS,15955000,2/23/2012,14,A:e
USGS,15955000,2/24/2012,14,A:e
USGS,15955000,2/25/2012,12,A:e
USGS,15955000,2/26/2012,12,A:e
USGS,15955000,2/27/2012,12,A:e
USGS,15955000,2/28/2012,12,A:e
USGS,15955000,2/29/2012,12,A:e
USGS,15955000,3/1/2012,12,A:e
USGS,15955000,3/2/2012,12,A:e
USGS,15955000,3/3/2012,10,A:e
USGS,15955000,3/4/2012,10,A:e
USGS,15955000,3/5/2012,10,A:e
USGS,15955000,3/6/2012,10,A:e
USGS,15955000,3/7/2012,10,A:e
USGS,15955000,3/8/2012,10,A:e
USGS,15955000,3/9/2012,9,A:e
USGS,15955000,3/10/2012,9,A:e
USGS,15955000,3/11/2012,8,A:e
USGS,15955000,3/12/2012,8,A:e
USGS,15955000,3/13/2012,7,A:e
USGS,15955000,3/14/2012,7,A:e
USGS,15955000,3/15/2012,6,A:e
USGS,15955000,3/16/2012,6,A:e
USGS,15955000,3/17/2012,5,A:e
USGS,15955000,3/18/2012,4,A:e
USGS,15955000,3/19/2012,3,A:e
USGS,15955000,3/20/2012,2,A:e
USGS,15955000,3/21/2012,2,A:e
USGS,15955000,3/22/2012,2,A:e
USGS,15955000,3/23/2012,2,A:e
USGS,15955000,3/24/2012,2,A:e
USGS,15955000,3/25/2012,2,A:e
USGS,15955000,3/26/2012,2,A:e
USGS,15955000,3/27/2012,2,A:e
USGS,15955000,3/28/2012,2,A:e
USGS,15955000,3/29/2012,2,A:e
USGS,15955000,3/30/2012,2,A:e
USGS,15955000,3/31/2012,2,A:e
USGS,15955000,4/1/2012,2,A:e
USGS,15955000,4/2/2012,2,A:e
USGS,15955000,4/3/2012,2,A:e
USGS,15955000,4/4/2012,2,A:e
USGS,15955000,4/5/2012,2,A:e
USGS,15955000,4/6/2012,2,A:e
USGS,15955000,4/7/2012,2,A:e
USGS,15955000,4/8/2012,2,A:e
USGS,15955000,4/9/2012,2,A:e
USGS,15955000,4/10/2012,2,A:e
USGS,15955000,4/11/2012,2,A:e
USGS,15955000,4/12/2012,2,A:e
USGS,15955000,4/13/2012,2,A:e
USGS,15955000,4/14/2012,2,A:e
USGS,15955000,4/15/2012,2,A:e
USGS,15955000,4/16/2012,2,A:e
USGS,15955000,4/17/2012,2,A:e
USGS,15955000,4/18/2012,2,A:e
USGS,15955000,4/19/2012,2,A:e
USGS,15955000,4/20/2012,2,A:e
USGS,15955000,4/21/2012,2,A:e
USGS,15955000,4/22/2012,2,A:e
USGS,15955000,4/23/2012,2,A:e
USGS,15955000,4/24/2012,2,A:e
USGS,15955000,4/25/2012,2,A:e
USGS,15955000,4/26/2012,2,A:e
USGS,15955000,4/27/2012,2,A:e
USGS,15955000,4/28/2012,2,A:e
USGS,15955000,4/29/2012,2,A:e
USGS,15955000,4/30/2012,2,A:e
USGS,15955000,5/1/2012,2,A:e
USGS,15955000,5/2/2012,2,A:e
USGS,15955000,5/3/2012,2,A:e
USGS,15955000,5/4/2012,2,A:e
USGS,15955000,5/5/2012,2,A:e
USGS,15955000,5/6/2012,2,A:e
USGS,15955000,5/7/2012,2,A:e
USGS,15955000,5/8/2012,2,A:e
USGS,15955000,5/9/2012,2,A:e
USGS,15955000,5/10/2012,2,A:e
USGS,15955000,5/11/2012,2,A:e
USGS,15955000,5/12/2012,3,A:e
USGS,15955000,5/13/2012,4,A:e
USGS,15955000,5/14/2012,6,A:e
USGS,15955000,5/15/2012,8,A:e
USGS,15955000,5/16/2012,15,A:e
USGS,15955000,5/17/2012,30,A:e
USGS,15955000,5/18/2012,75,A:e
USGS,15955000,5/19/2012,250,A:e
USGS,15955000,5/20/2012,620,A:e
USGS,15955000,5/21/2012,990,A:e
USGS,15955000,5/22/2012,1300,A:e
USGS,15955000,5/23/2012,1700,A:e
USGS,15955000,5/24/2012,2500,A:e
USGS,15955000,5/25/2012,3000,A:e
USGS,15955000,5/26/2012,2400,A:e
USGS,15955000,5/27/2012,1700,A:e
USGS,15955000,5/28/2012,1500,A:e
USGS,15955000,5/29/2012,1900,A:e
USGS,15955000,5/30/2012,2700,A:e
USGS,15955000,5/31/2012,3500,A:e
USGS,15955000,6/1/2012,4400,A:e
USGS,15955000,6/2/2012,5400,A:e
USGS,15955000,6/3/2012,6700,A:e
USGS,15955000,6/4/2012,9110,A:e
USGS,15955000,6/5/2012,9700,A:e
USGS,15955000,6/6/2012,9620,A:e
USGS,15955000,6/7/2012,9300,A:e
USGS,15955000,6/8/2012,8970,A
USGS,15955000,6/9/2012,9360,A
USGS,15955000,6/10/2012,10200,A
USGS,15955000,6/11/2012,9220,A
USGS,15955000,6/12/2012,5920,A
USGS,15955000,6/13/2012,4440,A
USGS,15955000,6/14/2012,3330,A
USGS,15955000,6/15/2012,2930,A
USGS,15955000,6/16/2012,2840,A
USGS,15955000,6/17/2012,2800,A
USGS,15955000,6/18/2012,2630,A
USGS,15955000,6/19/2012,2870,A
USGS,15955000,6/20/2012,2630,A
USGS,15955000,6/21/2012,2720,A
USGS,15955000,6/22/2012,2610,A
USGS,15955000,6/23/2012,2620,A
USGS,15955000,6/24/2012,2410,A
USGS,15955000,6/25/2012,2410,A
USGS,15955000,6/26/2012,3570,A
USGS,15955000,6/27/2012,4130,A
USGS,15955000,6/28/2012,3640,A
USGS,15955000,6/29/2012,4360,A
USGS,15955000,6/30/2012,3990,A
USGS,15955000,7/1/2012,4020,A
USGS,15955000,7/2/2012,3840,A
USGS,15955000,7/3/2012,3410,A
USGS,15955000,7/4/2012,3220,A
USGS,15955000,7/5/2012,3210,A
USGS,15955000,7/6/2012,3300,A
USGS,15955000,7/7/2012,4710,A
USGS,15955000,7/8/2012,6000,A
USGS,15955000,7/9/2012,6100,A
USGS,15955000,7/10/2012,4520,A
USGS,15955000,7/11/2012,3690,A
USGS,15955000,7/12/2012,3020,A
USGS,15955000,7/13/2012,2630,A
USGS,15955000,7/14/2012,2400,A
USGS,15955000,7/15/2012,2950,A
USGS,15955000,7/16/2012,4400,A
USGS,15955000,7/17/2012,3980,A
USGS,15955000,7/18/2012,5210,A
USGS,15955000,7/19/2012,6370,A
USGS,15955000,7/20/2012,5190,A
USGS,15955000,7/21/2012,5060,A
USGS,15955000,7/22/2012,5860,A
USGS,15955000,7/23/2012,5180,A
USGS,15955000,7/24/2012,4270,A
USGS,15955000,7/25/2012,8460,A
USGS,15955000,7/26/2012,10900,A
USGS,15955000,7/27/2012,7080,A
USGS,15955000,7/28/2012,5250,A
USGS,15955000,7/29/2012,4230,A
USGS,15955000,7/30/2012,3660,A
USGS,15955000,7/31/2012,3990,A
USGS,15955000,8/1/2012,4090,A
USGS,15955000,8/2/2012,3580,A
USGS,15955000,8/3/2012,3650,A
USGS,15955000,8/4/2012,9030,A
USGS,15955000,8/5/2012,8680,A
USGS,15955000,8/6/2012,6840,A
USGS,15955000,8/7/2012,7060,A
USGS,15955000,8/8/2012,9390,A
USGS,15955000,8/9/2012,7870,A
USGS,15955000,8/10/2012,5860,A
USGS,15955000,8/11/2012,5000,A
USGS,15955000,8/12/2012,5470,A
USGS,15955000,8/13/2012,4550,A
USGS,15955000,8/14/2012,3730,A
USGS,15955000,8/15/2012,3220,A
USGS,15955000,8/16/2012,3120,A
USGS,15955000,8/17/2012,3250,A
USGS,15955000,8/18/2012,3150,A
USGS,15955000,8/19/2012,2830,A
USGS,15955000,8/20/2012,2580,A
USGS,15955000,8/21/2012,2370,A
USGS,15955000,8/22/2012,2190,A
USGS,15955000,8/23/2012,2050,A
USGS,15955000,8/24/2012,1920,A
USGS,15955000,8/25/2012,1830,A
USGS,15955000,8/26/2012,2020,A
USGS,15955000,8/27/2012,2080,A
USGS,15955000,8/28/2012,2410,A
USGS,15955000,8/29/2012,2370,A
USGS,15955000,8/30/2012,2240,A
USGS,15955000,8/31/2012,2480,A
USGS,15955000,9/1/2012,3330,A
USGS,15955000,9/2/2012,4680,A
USGS,15955000,9/3/2012,5230,A
USGS,15955000,9/4/2012,5090,A
USGS,15955000,9/5/2012,4490,A
USGS,15955000,9/6/2012,4210,A
USGS,15955000,9/7/2012,4530,A
USGS,15955000,9/8/2012,4140,A
USGS,15955000,9/9/2012,3490,A
USGS,15955000,9/10/2012,3040,A
USGS,15955000,9/11/2012,2700,A
USGS,15955000,9/12/2012,2430,A
USGS,15955000,9/13/2012,2250,A
USGS,15955000,9/14/2012,2090,A
USGS,15955000,9/15/2012,1950,A
USGS,15955000,9/16/2012,1830,A
USGS,15955000,9/17/2012,1740,A
USGS,15955000,9/18/2012,1640,A
USGS,15955000,9/19/2012,1560,A
USGS,15955000,9/20/2012,1480,A
USGS,15955000,9/21/2012,1550,A
USGS,15955000,9/22/2012,1890,A
USGS,15955000,9/23/2012,1790,A
USGS,15955000,9/24/2012,2010,A
USGS,15955000,9/25/2012,2400,A
USGS,15955000,9/26/2012,2090,A
USGS,15955000,9/27/2012,1860,A
USGS,15955000,9/28/2012,1740,A
USGS,15955000,9/29/2012,1600,A
